carnet,nombre,carrera,departamento,promedio
EST048315,Estudiante 48315,Arquitectura,La Libertad,8.7
EST048316,Estudiante 48316,Ingeniería Industrial,San Salvador,5.02
EST048317,Estudiante 48317,Ingeniería en Sistemas,San Salvador,9.03
EST048318,Estudiante 48318,Ingeniería Industrial,Sonsonate,8.5
EST048319,Estudiante 48319,Administración,La Libertad,5.93
EST048320,Estudiante 48320,Ingeniería en Sistemas,Sonsonate,8.04
EST048321,Estudiante 48321,Administración,Santa Ana,5.4
EST048322,Estudiante 48322,Ingeniería Industrial,Santa Ana,7.89
EST048323,Estudiante 48323,Contaduría,San Miguel,6.24
EST048324,Estudiante 48324,Arquitectura,Santa Ana,9.62
EST048325,Estudiante 48325,Arquitectura,San Miguel,9.02
EST048326,Estudiante 48326,Arquitectura,San Miguel,5.93
EST048327,Estudiante 48327,Ingeniería en Sistemas,Sonsonate,5.89
EST048328,Estudiante 48328,Contaduría,La Libertad,5.93
EST048329,Estudiante 48329,Ingeniería en Sistemas,San Salvador,7.7
EST048330,Estudiante 48330,Contaduría,Sonsonate,9.14
EST048331,Estudiante 48331,Contaduría,Sonsonate,6.52
EST048332,Estudiante 48332,Arquitectura,San Salvador,5.53
EST048333,Estudiante 48333,Arquitectura,Sonsonate,6.29
EST048334,Estudiante 48334,Ingeniería en Sistemas,Santa Ana,9.25
EST048335,Estudiante 48335,Ingeniería Industrial,Santa Ana,5.02
EST048336,Estudiante 48336,Administración,San Miguel,8.4
EST048337,Estudiante 48337,Administración,La Libertad,7.95
EST048338,Estudiante 48338,Ingeniería Industrial,Sonsonate,9.59
EST048339,Estudiante 48339,Ingeniería en Sistemas,San Miguel,9.3
EST048340,Estudiante 48340,Contaduría,La Libertad,9.14
EST048341,Estudiante 48341,Ingeniería en Sistemas,La Libertad,8.58
EST048342,Estudiante 48342,Contaduría,San Miguel,9.79
EST048343,Estudiante 48343,Ingeniería Industrial,La Libertad,9.06
EST048344,Estudiante 48344,Ingeniería Industrial,Santa Ana,7.38
EST048345,Estudiante 48345,Arquitectura,Sonsonate,6.42
EST048346,Estudiante 48346,Administración,Sonsonate,8.26
EST048347,Estudiante 48347,Administración,San Salvador,6.31
EST048348,Estudiante 48348,Ingeniería en Sistemas,San Miguel,6.68
EST048349,Estudiante 48349,Ingeniería en Sistemas,Sonsonate,7.11
EST048350,Estudiante 48350,Arquitectura,La Libertad,8.34
EST048351,Estudiante 48351,Contaduría,Sonsonate,9.5
EST048352,Estudiante 48352,Arquitectura,San Salvador,8.76
EST048353,Estudiante 48353,Arquitectura,Santa Ana,9.84
EST048354,Estudiante 48354,Contaduría,La Libertad,6.07
EST048355,Estudiante 48355,Arquitectura,San Miguel,8.47
EST048356,Estudiante 48356,Administración,Santa Ana,7.07
EST048357,Estudiante 48357,Arquitectura,Santa Ana,5.56
EST048358,Estudiante 48358,Arquitectura,San Miguel,10.0
EST048359,Estudiante 48359,Administración,San Miguel,8.13
EST048360,Estudiante 48360,Administración,Sonsonate,9.46
EST048361,Estudiante 48361,Arquitectura,Santa Ana,8.66
EST048362,Estudiante 48362,Arquitectura,La Libertad,8.55
EST048363,Estudiante 48363,Arquitectura,Sonsonate,5.69
EST048364,Estudiante 48364,Contaduría,San Miguel,6.48
EST048365,Estudiante 48365,Administración,Santa Ana,5.41
EST048366,Estudiante 48366,Ingeniería Industrial,Santa Ana,6.17
EST048367,Estudiante 48367,Administración,La Libertad,9.8
EST048368,Estudiante 48368,Administración,San Miguel,8.39
EST048369,Estudiante 48369,Administración,San Salvador,9.6
EST048370,Estudiante 48370,Contaduría,La Libertad,6.09
EST048371,Estudiante 48371,Ingeniería en Sistemas,San Salvador,8.33
EST048372,Estudiante 48372,Ingeniería Industrial,Sonsonate,9.48
EST048373,Estudiante 48373,Ingeniería en Sistemas,Sonsonate,7.26
EST048374,Estudiante 48374,Ingeniería Industrial,Santa Ana,6.9
EST048375,Estudiante 48375,Arquitectura,La Libertad,5.75
EST048376,Estudiante 48376,Contaduría,Santa Ana,9.04
EST048377,Estudiante 48377,Administración,Santa Ana,9.21
EST048378,Estudiante 48378,Ingeniería en Sistemas,Sonsonate,8.42
EST048379,Estudiante 48379,Ingeniería Industrial,Santa Ana,9.93
EST048380,Estudiante 48380,Arquitectura,San Salvador,7.3
EST048381,Estudiante 48381,Ingeniería Industrial,La Libertad,7.81
EST048382,Estudiante 48382,Ingeniería Industrial,Sonsonate,8.67
EST048383,Estudiante 48383,Arquitectura,San Miguel,6.92
EST048384,Estudiante 48384,Arquitectura,San Salvador,5.5
EST048385,Estudiante 48385,Administración,Sonsonate,6.46
EST048386,Estudiante 48386,Contaduría,San Miguel,5.75
EST048387,Estudiante 48387,Arquitectura,Santa Ana,7.17
EST048388,Estudiante 48388,Arquitectura,San Miguel,9.04
EST048389,Estudiante 48389,Contaduría,San Miguel,7.5
EST048390,Estudiante 48390,Contaduría,San Salvador,9.61
EST048391,Estudiante 48391,Ingeniería en Sistemas,La Libertad,5.51
EST048392,Estudiante 48392,Arquitectura,La Libertad,5.71
EST048393,Estudiante 48393,Administración,La Libertad,9.63
EST048394,Estudiante 48394,Contaduría,Santa Ana,8.76
EST048395,Estudiante 48395,Arquitectura,Santa Ana,9.3
EST048396,Estudiante 48396,Arquitectura,La Libertad,8.52
EST048397,Estudiante 48397,Arquitectura,La Libertad,9.46
EST048398,Estudiante 48398,Arquitectura,Santa Ana,8.16
EST048399,Estudiante 48399,Contaduría,Sonsonate,5.62
EST048400,Estudiante 48400,Contaduría,La Libertad,7.51
EST048401,Estudiante 48401,Contaduría,Santa Ana,8.95
EST048402,Estudiante 48402,Administración,Santa Ana,5.28
EST048403,Estudiante 48403,Ingeniería Industrial,San Salvador,7.16
EST048404,Estudiante 48404,Arquitectura,San Salvador,5.26
EST048405,Estudiante 48405,Contaduría,Sonsonate,6.95
EST048406,Estudiante 48406,Ingeniería en Sistemas,Sonsonate,9.44
EST048407,Estudiante 48407,Ingeniería en Sistemas,La Libertad,5.54
EST048408,Estudiante 48408,Ingeniería en Sistemas,San Miguel,9.51
EST048409,Estudiante 48409,Administración,Santa Ana,7.61
EST048410,Estudiante 48410,Ingeniería Industrial,San Miguel,9.49
EST048411,Estudiante 48411,Ingeniería Industrial,Sonsonate,7.29
EST048412,Estudiante 48412,Contaduría,San Miguel,9.65
EST048413,Estudiante 48413,Arquitectura,San Salvador,5.75
EST048414,Estudiante 48414,Contaduría,Santa Ana,9.21
EST048415,Estudiante 48415,Arquitectura,Santa Ana,6.23
EST048416,Estudiante 48416,Arquitectura,Santa Ana,9.41
EST048417,Estudiante 48417,Ingeniería en Sistemas,Santa Ana,5.34
EST048418,Estudiante 48418,Arquitectura,Santa Ana,9.22
EST048419,Estudiante 48419,Contaduría,San Salvador,6.72
EST048420,Estudiante 48420,Ingeniería Industrial,San Salvador,5.59
EST048421,Estudiante 48421,Ingeniería en Sistemas,Santa Ana,7.24
EST048422,Estudiante 48422,Arquitectura,Sonsonate,7.68
EST048423,Estudiante 48423,Arquitectura,San Miguel,6.27
EST048424,Estudiante 48424,Arquitectura,San Miguel,5.9
EST048425,Estudiante 48425,Ingeniería en Sistemas,Sonsonate,6.29
EST048426,Estudiante 48426,Administración,La Libertad,7.53
EST048427,Estudiante 48427,Administración,San Miguel,8.35
EST048428,Estudiante 48428,Arquitectura,San Salvador,7.97
EST048429,Estudiante 48429,Ingeniería en Sistemas,San Miguel,8.66
EST048430,Estudiante 48430,Ingeniería en Sistemas,La Libertad,8.75
EST048431,Estudiante 48431,Contaduría,Santa Ana,7.78
EST048432,Estudiante 48432,Arquitectura,Santa Ana,7.14
EST048433,Estudiante 48433,Contaduría,Sonsonate,8.78
EST048434,Estudiante 48434,Contaduría,La Libertad,7.48
EST048435,Estudiante 48435,Ingeniería Industrial,San Miguel,8.21
EST048436,Estudiante 48436,Contaduría,San Miguel,5.26
EST048437,Estudiante 48437,Contaduría,San Miguel,8.55
EST048438,Estudiante 48438,Ingeniería en Sistemas,Sonsonate,5.47
EST048439,Estudiante 48439,Administración,San Salvador,5.62
EST048440,Estudiante 48440,Ingeniería Industrial,Sonsonate,5.66
EST048441,Estudiante 48441,Arquitectura,La Libertad,6.08
EST048442,Estudiante 48442,Contaduría,La Libertad,6.71
EST048443,Estudiante 48443,Arquitectura,Sonsonate,8.07
EST048444,Estudiante 48444,Contaduría,San Miguel,5.17
EST048445,Estudiante 48445,Arquitectura,Sonsonate,7.2
EST048446,Estudiante 48446,Contaduría,San Salvador,5.17
EST048447,Estudiante 48447,Arquitectura,San Miguel,9.21
EST048448,Estudiante 48448,Ingeniería en Sistemas,San Salvador,6.71
EST048449,Estudiante 48449,Administración,Sonsonate,5.02
EST048450,Estudiante 48450,Arquitectura,San Salvador,7.84
EST048451,Estudiante 48451,Contaduría,San Miguel,9.14
EST048452,Estudiante 48452,Administración,San Miguel,8.44
EST048453,Estudiante 48453,Ingeniería Industrial,San Miguel,9.51
EST048454,Estudiante 48454,Administración,San Salvador,8.0
EST048455,Estudiante 48455,Arquitectura,San Miguel,9.29
EST048456,Estudiante 48456,Administración,San Salvador,7.75
EST048457,Estudiante 48457,Ingeniería en Sistemas,Santa Ana,9.23
EST048458,Estudiante 48458,Ingeniería en Sistemas,San Miguel,5.13
EST048459,Estudiante 48459,Ingeniería en Sistemas,Santa Ana,6.09
EST048460,Estudiante 48460,Administración,San Salvador,6.66
EST048461,Estudiante 48461,Arquitectura,Sonsonate,8.6
EST048462,Estudiante 48462,Ingeniería en Sistemas,San Miguel,7.84
EST048463,Estudiante 48463,Arquitectura,Sonsonate,5.09
EST048464,Estudiante 48464,Ingeniería en Sistemas,Sonsonate,9.94
EST048465,Estudiante 48465,Ingeniería Industrial,San Miguel,7.47
EST048466,Estudiante 48466,Administración,Santa Ana,7.76
EST048467,Estudiante 48467,Ingeniería Industrial,San Salvador,9.15
EST048468,Estudiante 48468,Administración,Santa Ana,5.26
EST048469,Estudiante 48469,Ingeniería Industrial,San Salvador,5.87
EST048470,Estudiante 48470,Administración,La Libertad,9.57
EST048471,Estudiante 48471,Ingeniería Industrial,Sonsonate,5.06
EST048472,Estudiante 48472,Arquitectura,Santa Ana,5.6
EST048473,Estudiante 48473,Ingeniería Industrial,Sonsonate,6.03
EST048474,Estudiante 48474,Arquitectura,San Salvador,6.53
EST048475,Estudiante 48475,Ingeniería en Sistemas,Sonsonate,5.12
EST048476,Estudiante 48476,Ingeniería en Sistemas,Sonsonate,6.32
EST048477,Estudiante 48477,Arquitectura,San Miguel,8.42
EST048478,Estudiante 48478,Administración,Santa Ana,6.42
EST048479,Estudiante 48479,Ingeniería en Sistemas,Sonsonate,6.75
EST048480,Estudiante 48480,Contaduría,Sonsonate,7.12
EST048481,Estudiante 48481,Ingeniería en Sistemas,Sonsonate,6.3
EST048482,Estudiante 48482,Administración,San Salvador,8.25
EST048483,Estudiante 48483,Administración,San Miguel,9.73
EST048484,Estudiante 48484,Contaduría,La Libertad,8.64
EST048485,Estudiante 48485,Ingeniería en Sistemas,Sonsonate,7.89
EST048486,Estudiante 48486,Arquitectura,La Libertad,8.41
EST048487,Estudiante 48487,Contaduría,Sonsonate,9.55
EST048488,Estudiante 48488,Ingeniería Industrial,La Libertad,6.72
EST048489,Estudiante 48489,Administración,La Libertad,5.08
EST048490,Estudiante 48490,Arquitectura,San Miguel,9.79
EST048491,Estudiante 48491,Contaduría,Santa Ana,7.6
EST048492,Estudiante 48492,Ingeniería Industrial,La Libertad,8.87
EST048493,Estudiante 48493,Administración,Santa Ana,6.59
EST048494,Estudiante 48494,Administración,Santa Ana,6.61
EST048495,Estudiante 48495,Contaduría,Sonsonate,7.01
EST048496,Estudiante 48496,Ingeniería en Sistemas,La Libertad,6.27
EST048497,Estudiante 48497,Arquitectura,San Salvador,9.9
EST048498,Estudiante 48498,Contaduría,Sonsonate,8.17
EST048499,Estudiante 48499,Contaduría,Santa Ana,5.65
EST048500,Estudiante 48500,Ingeniería Industrial,San Miguel,8.67
EST048501,Estudiante 48501,Arquitectura,Santa Ana,5.71
EST048502,Estudiante 48502,Administración,La Libertad,5.68
EST048503,Estudiante 48503,Contaduría,San Salvador,8.92
EST048504,Estudiante 48504,Administración,San Miguel,8.92
EST048505,Estudiante 48505,Ingeniería Industrial,Sonsonate,5.7
EST048506,Estudiante 48506,Ingeniería en Sistemas,San Miguel,9.54
EST048507,Estudiante 48507,Contaduría,San Miguel,7.34
EST048508,Estudiante 48508,Ingeniería Industrial,La Libertad,7.22
EST048509,Estudiante 48509,Arquitectura,Santa Ana,8.89
EST048510,Estudiante 48510,Contaduría,Sonsonate,7.46
EST048511,Estudiante 48511,Administración,Santa Ana,5.25
EST048512,Estudiante 48512,Contaduría,La Libertad,8.3
EST048513,Estudiante 48513,Arquitectura,San Salvador,7.83
EST048514,Estudiante 48514,Arquitectura,San Miguel,9.59
EST048515,Estudiante 48515,Contaduría,Santa Ana,8.28
EST048516,Estudiante 48516,Contaduría,Sonsonate,6.2
EST048517,Estudiante 48517,Ingeniería Industrial,San Salvador,5.03
EST048518,Estudiante 48518,Contaduría,San Miguel,7.23
EST048519,Estudiante 48519,Ingeniería en Sistemas,Sonsonate,6.01
EST048520,Estudiante 48520,Ingeniería Industrial,Santa Ana,9.9
EST048521,Estudiante 48521,Administración,San Miguel,8.94
EST048522,Estudiante 48522,Administración,Sonsonate,8.55
EST048523,Estudiante 48523,Arquitectura,Sonsonate,7.69
EST048524,Estudiante 48524,Ingeniería Industrial,Sonsonate,7.11
EST048525,Estudiante 48525,Ingeniería en Sistemas,La Libertad,9.13
EST048526,Estudiante 48526,Administración,San Miguel,6.84
EST048527,Estudiante 48527,Arquitectura,San Miguel,8.98
EST048528,Estudiante 48528,Contaduría,San Miguel,5.75
EST048529,Estudiante 48529,Administración,Santa Ana,6.29
EST048530,Estudiante 48530,Ingeniería en Sistemas,San Miguel,7.87
EST048531,Estudiante 48531,Ingeniería en Sistemas,La Libertad,8.97
EST048532,Estudiante 48532,Arquitectura,San Salvador,5.7
EST048533,Estudiante 48533,Contaduría,La Libertad,9.49
EST048534,Estudiante 48534,Contaduría,San Miguel,8.98
EST048535,Estudiante 48535,Administración,San Miguel,9.81
EST048536,Estudiante 48536,Ingeniería en Sistemas,San Salvador,5.51
EST048537,Estudiante 48537,Ingeniería Industrial,Santa Ana,5.44
EST048538,Estudiante 48538,Administración,Sonsonate,8.21
EST048539,Estudiante 48539,Administración,La Libertad,8.91
EST048540,Estudiante 48540,Administración,La Libertad,6.17
EST048541,Estudiante 48541,Ingeniería en Sistemas,San Miguel,6.45
EST048542,Estudiante 48542,Administración,San Salvador,5.75
EST048543,Estudiante 48543,Ingeniería Industrial,La Libertad,9.25
EST048544,Estudiante 48544,Ingeniería en Sistemas,San Salvador,9.94
EST048545,Estudiante 48545,Arquitectura,San Salvador,8.07
EST048546,Estudiante 48546,Arquitectura,Santa Ana,7.58
EST048547,Estudiante 48547,Administración,San Miguel,6.67
EST048548,Estudiante 48548,Contaduría,Sonsonate,9.86
EST048549,Estudiante 48549,Administración,Sonsonate,8.18
EST048550,Estudiante 48550,Ingeniería Industrial,San Salvador,7.09
EST048551,Estudiante 48551,Arquitectura,San Salvador,7.66
EST048552,Estudiante 48552,Contaduría,Sonsonate,9.13
EST048553,Estudiante 48553,Arquitectura,San Miguel,9.92
EST048554,Estudiante 48554,Arquitectura,Santa Ana,5.72
EST048555,Estudiante 48555,Ingeniería Industrial,La Libertad,5.29
EST048556,Estudiante 48556,Ingeniería Industrial,San Miguel,9.26
EST048557,Estudiante 48557,Administración,Santa Ana,7.43
EST048558,Estudiante 48558,Ingeniería en Sistemas,Sonsonate,7.44
EST048559,Estudiante 48559,Ingeniería Industrial,La Libertad,7.71
EST048560,Estudiante 48560,Contaduría,La Libertad,5.36
EST048561,Estudiante 48561,Ingeniería en Sistemas,San Miguel,9.3
EST048562,Estudiante 48562,Contaduría,Santa Ana,7.56
EST048563,Estudiante 48563,Ingeniería en Sistemas,Sonsonate,5.32
EST048564,Estudiante 48564,Administración,Sonsonate,8.98
EST048565,Estudiante 48565,Ingeniería en Sistemas,La Libertad,5.78
EST048566,Estudiante 48566,Arquitectura,Santa Ana,9.79
EST048567,Estudiante 48567,Administración,La Libertad,5.99
EST048568,Estudiante 48568,Contaduría,La Libertad,6.13
EST048569,Estudiante 48569,Administración,San Miguel,5.82
EST048570,Estudiante 48570,Ingeniería Industrial,La Libertad,5.37
EST048571,Estudiante 48571,Contaduría,San Miguel,8.39
EST048572,Estudiante 48572,Ingeniería en Sistemas,San Miguel,9.04
EST048573,Estudiante 48573,Ingeniería Industrial,San Miguel,7.16
EST048574,Estudiante 48574,Contaduría,La Libertad,9.6
EST048575,Estudiante 48575,Contaduría,Sonsonate,7.29
EST048576,Estudiante 48576,Arquitectura,San Miguel,6.04
EST048577,Estudiante 48577,Contaduría,La Libertad,8.69
EST048578,Estudiante 48578,Ingeniería en Sistemas,San Miguel,7.83
EST048579,Estudiante 48579,Contaduría,Santa Ana,8.34
EST048580,Estudiante 48580,Ingeniería en Sistemas,La Libertad,9.76
EST048581,Estudiante 48581,Arquitectura,San Salvador,8.17
EST048582,Estudiante 48582,Contaduría,San Salvador,7.74
EST048583,Estudiante 48583,Ingeniería Industrial,Sonsonate,9.46
EST048584,Estudiante 48584,Administración,Sonsonate,8.75
EST048585,Estudiante 48585,Administración,San Salvador,9.33
EST048586,Estudiante 48586,Ingeniería Industrial,Santa Ana,9.61
EST048587,Estudiante 48587,Ingeniería en Sistemas,San Salvador,5.27
EST048588,Estudiante 48588,Arquitectura,La Libertad,6.7
EST048589,Estudiante 48589,Ingeniería Industrial,San Miguel,9.71
EST048590,Estudiante 48590,Ingeniería en Sistemas,Santa Ana,6.05
EST048591,Estudiante 48591,Administración,San Salvador,8.67
EST048592,Estudiante 48592,Contaduría,Santa Ana,6.63
EST048593,Estudiante 48593,Administración,San Miguel,9.32
EST048594,Estudiante 48594,Ingeniería Industrial,La Libertad,8.67
EST048595,Estudiante 48595,Administración,La Libertad,6.46
EST048596,Estudiante 48596,Ingeniería en Sistemas,San Salvador,7.02
EST048597,Estudiante 48597,Administración,Santa Ana,8.57
EST048598,Estudiante 48598,Administración,La Libertad,8.98
EST048599,Estudiante 48599,Contaduría,Sonsonate,6.46
EST048600,Estudiante 48600,Arquitectura,La Libertad,5.87
EST048601,Estudiante 48601,Ingeniería Industrial,San Salvador,7.25
EST048602,Estudiante 48602,Contaduría,San Miguel,9.74
EST048603,Estudiante 48603,Administración,La Libertad,9.59
EST048604,Estudiante 48604,Arquitectura,La Libertad,9.71
EST048605,Estudiante 48605,Ingeniería en Sistemas,San Salvador,9.84
EST048606,Estudiante 48606,Arquitectura,San Salvador,7.26
EST048607,Estudiante 48607,Arquitectura,Sonsonate,9.37
EST048608,Estudiante 48608,Ingeniería en Sistemas,San Miguel,5.04
EST048609,Estudiante 48609,Ingeniería en Sistemas,Sonsonate,6.35
EST048610,Estudiante 48610,Ingeniería Industrial,Santa Ana,7.67
EST048611,Estudiante 48611,Administración,Santa Ana,8.57
EST048612,Estudiante 48612,Contaduría,San Salvador,8.48
EST048613,Estudiante 48613,Contaduría,La Libertad,9.77
EST048614,Estudiante 48614,Contaduría,La Libertad,5.51
EST048615,Estudiante 48615,Arquitectura,Santa Ana,8.92
EST048616,Estudiante 48616,Arquitectura,San Salvador,8.24
EST048617,Estudiante 48617,Ingeniería Industrial,Santa Ana,7.8
EST048618,Estudiante 48618,Contaduría,Sonsonate,7.53
EST048619,Estudiante 48619,Contaduría,Santa Ana,8.72
EST048620,Estudiante 48620,Arquitectura,Sonsonate,7.91
EST048621,Estudiante 48621,Contaduría,Santa Ana,6.42
EST048622,Estudiante 48622,Administración,San Miguel,5.47
EST048623,Estudiante 48623,Arquitectura,San Miguel,7.7
EST048624,Estudiante 48624,Ingeniería en Sistemas,San Miguel,5.48
EST048625,Estudiante 48625,Arquitectura,La Libertad,8.81
EST048626,Estudiante 48626,Arquitectura,Santa Ana,6.09
EST048627,Estudiante 48627,Administración,La Libertad,5.59
EST048628,Estudiante 48628,Ingeniería en Sistemas,San Salvador,5.49
EST048629,Estudiante 48629,Arquitectura,Santa Ana,8.13
EST048630,Estudiante 48630,Administración,San Miguel,8.94
EST048631,Estudiante 48631,Contaduría,Santa Ana,6.86
EST048632,Estudiante 48632,Ingeniería Industrial,Sonsonate,8.66
